U0,I0,protocol_id,R,c,n_replicates,E_U,E_I,E_M1,E_mean
1000,20,R2_c0.25_G0.25_L,2.0,0.25,120,0.009275700691795575,0.0026985338368296715,0.0018730937804315715,0.009840182340921485
1000,20,R2_c0.25_G0.25_M,2.0,0.25,120,0.015460954569529957,0.004078823099099069,0.0024058613208295964,0.016169912886898227
1000,20,R2_c0.25_G0.25_F,2.0,0.25,120,0.012028929853355283,0.00496758910648798,0.003218347562334952,0.013406336411556564
1000,20,R2_c0.25_G0.5_L,2.0,0.25,120,0.0106191035445366,0.0038594490665283484,0.0023507808363358576,0.01154066192760191
1000,20,R2_c0.25_G0.5_M,2.0,0.25,120,0.015142191500110959,0.005121532582400774,0.0031636525212310035,0.016294930398553918
1000,20,R2_c0.25_G0.5_F,2.0,0.25,120,0.009533412964531938,0.003847643112416751,0.002700660449921502,0.010629387900467455
1000,20,R2_c0.25_G1_L,2.0,0.25,120,0.008092872247332263,0.004078784896360303,0.0024508187224993798,0.009388161686558833
1000,20,R2_c0.25_G1_M,2.0,0.25,120,0.007370005837659682,0.004269865850577939,0.003210191510270562,0.009102421104392097
1000,20,R2_c0.25_G1_F,2.0,0.25,120,0.0025391420848827517,0.0018094984097702538,0.0011834944798887915,0.003334994183819673
1000,20,R2_c0.25_G2_L,2.0,0.25,120,0.012725138853632571,0.004507949790662631,0.003048785254680569,0.013840009454061879
1000,20,R2_c0.25_G2_M,2.0,0.25,120,0.007873182171262776,0.0025046743192051768,0.0016325448472796935,0.00842173340978895
1000,20,R2_c0.25_G2_F,2.0,0.25,120,0.01631877788656116,0.004889133901219477,0.002880244543427573,0.01727720899465291
