analytical_table_id,configuration_sha256,R,c,m1,a,accepted_depth,previous_depth,depth_doubling_difference,fixed_point_residual,continued_fraction_tail_bound_y1,a_posteriori_root_error_estimate,bessel_m1,bessel_cf_difference,simple_root_margin,minimum_moment,minimum_monotonicity_margin,admissible,continuation_predecessor_a,continuation_predictor_a,root_bracket_left,root_bracket_right,bracket_expansions,bracket_source,m0,m2,m3,m4,m5,m6,m7,m8,m9,m10,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.01,0.5004173625029624,0.9949958263749709,40,20,0.0,4.8405723873656825e-14,2.199418115214045e-183,4.8527109101337235e-14,0.5004173625029619,4.785061236134425e-14,0.9974986099537286,2.5201363580242446e-08,2.5190853235352117e-07,True,0.9954966199283704,0.9949959100846614,0.99,1.0,0,local_continuation,1.0,0.16694503610191197,0.04176761437172103,0.008359100924720836,0.0013940140493304766,0.00019925170765563942,2.49185881193012e-05,2.769964266940973e-06,2.7710989593376363e-07,2.5201363580242446e-08,0.5004173625029624,0.33361159826048936,0.25018781838007986,0.20013354965229727,0.16676602685916628,0.14293378732541248,0.12506085098335631,0.11116056229507806,0.10004096415286673,0.0909435713052493
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.011,0.5004591754640604,0.9944949490698962,40,20,0.0,8.004708007547379e-14,1.0986299984867347e-181,8.026795196177179e-14,0.5004591754640607,8.038014698286133e-14,0.9972483179039725,2.5216358466199196e-08,2.520478912967163e-07,True,0.9949958263749709,0.9944950328215714,0.989,1.0,0,local_continuation,1.0,0.16697293829514606,0.0417777370805536,0.008361685754962486,0.001394528334887498,0.00019933592222957607,2.4930334958057923e-05,2.771393523756241e-06,2.7726424976291547e-07,2.5216358466199196e-08,0.5004591754640604,0.3336394784655855,0.2502066353213842,0.20014692846670776,0.16677597983873943,0.1429414643236039,0.12506694568250246,0.11116551496073973,0.1000450666374951,0.0909470243198008
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.012,0.5005010024061455,0.9939939879711277,40,20,0.0,1.20570220474292e-13,3.905048134275957e-180,1.2093326236978609e-13,0.5005010024061458,1.2090328738167955e-13,0.9969979980000541,2.523136602022869e-08,2.5218736237169367e-07,True,0.9944949490698962,0.9939940717648216,0.988,1.0,0,local_continuation,1.0,0.16700085238526138,0.04178786488493237,0.008364272057640659,0.001395042943335091,0.00019942019404790842,2.4942090331988308e-05,2.7728238800917093e-06,2.7741872839192235e-07,2.523136602022869e-08,0.5005010024061455,0.33366736846161976,0.2502254586613137,0.20016031162809184,0.16678593590947782,0.14294914360927127,0.1250730421313112,0.11117046900177224,0.10004917022813108,0.09095047824090363
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.013000000000000001,0.5005428433376329,0.9934929430366132,40,20,0.0,1.8474111129762605e-13,1.0430786763517672e-178,1.85343914534501e-13,0.5005428433376329,1.8474111129762605e-13,0.9967476502350298,2.5246386256390246e-08,2.5232694569858997e-07,True,0.9939939879711277,0.9934930268723592,0.987,1.0,0,local_continuation,1.0,0.16702877838060853,0.041797997788833495,0.008366859834000696,0.0013955578749646077,0.00019950452316515026,2.4953854249603292e-05,2.7742553370885873e-06,2.7757333195498023e-07,2.5246386256390246e-08,0.5005428433376329,0.3336952682548735,0.2502442884039323,0.20017369913914718,0.1667958950732545,0.14295682518377092,0.12507914033080061,0.11117542441896291,0.10005327492539912,0.0909539330690636
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.014,0.5005846982669466,0.9929918142242611,40,20,0.0,1.1890488593735427e-13,2.1844081209264755e-177,1.1932284108338376e-13,0.500584698266947,1.1857181902996672e-13,0.9964972746019564,2.5261419188762948e-08,2.524666413977066e-07,True,0.9934929430366132,0.9929918981020986,0.986,1.0,0,local_continuation,1.0,0.1670567162895471,0.04180813579623761,0.00836944908528939,0.0013960731300677535,0.00019958890963588384,2.496562671942486e-05,2.7756878958896126e-06,2.7772806058646956e-07,2.5261419188762948e-08,0.5005846982669466,0.3337231778516347,0.25026312455330824,0.200187091002574,0.16680585733194428,0.14296450904846045,0.1250852402819897,0.11118038121310006,0.10005738072992433,0.09095738880478699
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.015,0.500626567202514,0.9924906014919622,40,20,0.0,4.6629367034256575e-15,3.709121125818304e-176,4.680503235413627e-15,0.5006265672025145,4.107825191113079e-15,0.9962468710938905,2.5276464831444487e-08,2.5260644958949863e-07,True,0.9929918142242611,0.992490685411909,0.985,1.0,0,local_continuation,1.0,0.16708466612044262,0.04181827891112881,0.00837203981275478,0.0013965887089365482,0.00019967335351475389,2.4977407749985213e-05,2.7771215576389413e-06,2.778829144209431e-07,2.5276464831444487e-08,0.500626567202514,0.3337510972581952,0.25028196711351236,0.20020048722107464,0.1668158226874231,0.1429721952046984,0.12509134198589814,0.11118533938497221,0.10006148764233215,0.09096084544858035
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.016,0.5006684501527737,0.9919893047975558,40,20,0.0,8.770761894538737e-15,5.246795494598152e-175,8.806017315831261e-15,0.5006684501527731,8.104628079763643e-15,0.9959964397038894,2.5291523198552953e-08,2.5274637039459194e-07,True,0.9924906014919622,0.9919893887596634,0.984,1.0,0,local_continuation,1.0,0.16711262788167114,0.04182842713749623,0.008374632017646483,0.0013971046118633913,0.00019975785485647763,2.498919734982814e-05,2.7785563234823213e-06,2.780378935931449e-07,2.5291523198552953e-08,0.5006684501527737,0.33377902648085467,0.2503008160886204,0.20021388779735438,0.16682579114156929,0.14297988365384476,0.12509744544354676,0.11119029893536898,0.10006559566324871,0.09096430300095082
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.017,0.5007103471261696,0.9914879240988551,40,20,0.0,3.3306690738754696e-16,6.321591908727202e-174,3.3448983368768957e-16,0.5007103471261692,6.661338147750939e-16,0.99574598042501,2.530659430422551e-08,2.528864039337702e-07,True,0.9919893047975558,0.9914880081031493,0.983,1.0,0,local_continuation,1.0,0.1671406015816156,0.041838580479332796,0.008377225701215432,0.0013976208391410087,0.00019984241371583686,2.5000995527507945e-05,2.77999219456696e-06,2.781929982379957e-07,2.530659430422551e-08,0.5007103471261696,0.3338069655259177,0.25031967148271156,0.2002272927341206,0.16683576269626246,0.14298757439726067,0.12510355065595716,0.11119525986508046,0.10006970479330064,0.09096776146240594
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.018000000000000002,0.500752258131153,0.9909864593536393,40,20,0.0,1.4432899320127035e-15,6.607536941520999e-173,1.4498206589568151e-15,0.5007522581311528,1.2212453270876722e-15,0.9954954932503095,2.5321678162618984e-08,2.53026550327981e-07,True,0.9914879240988551,0.9909865434001545,0.982,1.0,0,local_continuation,1.0,0.1671685872286673,0.041848738940635705,0.00837982086471398,0.0013981373910624767,0.0001999270301476815,2.5012802291589924e-05,2.7814291720415843e-06,2.783482284906e-07,2.5321678162618984e-08,0.500752258131153,0.3338349143996947,0.25033853329986855,0.20024070203408348,0.1668457373533841,0.1429952674363085,0.12510965762415188,0.11120022217489749,0.10007381503311509,0.09097122083345364
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.019,0.5007941831761827,0.9904849105196525,40,20,0.0,2.3314683517128287e-15,6.084306999505423e-172,2.3426075015149885e-15,0.500794183176183,2.1094237467877974e-15,0.9952449781728454,2.5336774787909734e-08,2.5316680969833414e-07,True,0.9909864593536393,0.9904849946084234,0.981,1.0,0,local_continuation,1.0,0.16719658483122588,0.04185890252540644,0.008382417509395893,0.0013986542679212167,0.00020001170420692858,2.502461765065024e-05,2.782867257056425e-06,2.7850358448624386e-07,2.5336774787909734e-08,0.5007941831761827,0.33386287310850216,0.250357401544178,0.20025411569995533,0.1668557151148172,0.1430029627723517,0.1251157663491543,0.11120518586561161,0.10007792638331975,0.0909746811146023
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.02,0.5008361222697247,0.9899832775546056,40,20,0.0,3.6637359812630166e-15,5.0002333395562175e-171,3.682167308382312e-15,0.5008361222697245,3.4416913763379853e-15,0.9949944351856752,2.5351884194293814e-08,2.533071821661031e-07,True,0.9904849105196525,0.9899833616856657,0.98,1.0,0,local_continuation,1.0,0.16722459439769904,0.04186907123765068,0.008385015636516347,0.0013991714700109985,0.00020009643594856322,2.5036441613276057e-05,2.7843064507632293e-06,2.786590663603969e-07,2.5351884194293814e-08,0.5008361222697247,0.33389084165866223,0.2503762762197304,0.2002675337344512,0.1668656959824467,0.14301066040675509,0.12512187683198878,0.11121015093801496,0.10008203884454289,0.09097814230636075
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.021,0.500878075420252,0.9894815604161746,40,20,0.0,3.552713678800501e-15,3.708505109927475e-170,3.571485893371496e-15,0.5008780754202519,3.6637359812630166e-15,0.9947438642818567,2.5367006395986837e-08,2.53447667852724e-07,True,0.9899832775546056,0.9894816445895587,0.979,1.0,0,local_continuation,1.0,0.16725261593650265,0.041879245081378344,0.008387615247331927,0.0013996889976259368,0.00020018122542763772,2.5048274188065422e-05,2.7857467543152553e-06,2.7881467424871085e-07,2.5367006395986837e-08,0.500878075420252,0.333918820056503,0.25039515733062,0.20028095614028843,0.16687567995815894,0.14301836034088455,0.12512798907368047,0.1112151173929005,0.10008615241741323,0.09098160440923825
