analytical_table_id,configuration_sha256,R,c,epsilon,retained_order_p,m1_canonical_selected_qss,m1_perturbative,signed_error_approximation_minus_qss,absolute_error_e_p,first_omitted_term_indicator,canonical_accepted_depth,canonical_fixed_point_residual,canonical_depth_doubling_difference,canonical_bessel_cf_difference,canonical_root_error_estimate
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.802,0.2005,1,0.5387470816100457,0.5334166666666667,-0.005330414943379047,0.005330414943379047,0.004466694444444445,40,1.1102230246251565e-16,2.220446049250313e-16,0.0,1.4053470729787074e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.802,0.2005,2,0.5387470816100457,0.5378833611111111,-0.0008637204989345726,0.0008637204989345726,0.0007164577888888891,40,1.1102230246251565e-16,2.220446049250313e-16,0.0,1.4053470729787074e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.803,0.20075,0,0.538803350301682,0.5,-0.03880335030168203,0.03880335030168203,0.03345833333333333,40,0.0,0.0,6.661338147750939e-16,8.331733531405055e-104
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.803,0.20075,1,0.538803350301682,0.5334583333333334,-0.005345016968348659,0.005345016968348659,0.004477840277777778,40,0.0,0.0,6.661338147750939e-16,8.331733531405055e-104
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.803,0.20075,2,0.538803350301682,0.5379361736111111,-0.0008671766905709033,0.0008671766905709033,0.0007191411486111112,40,0.0,0.0,6.661338147750939e-16,8.331733531405055e-104
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.804,0.201,0,0.5388596427132382,0.5,-0.03885964271323816,0.03885964271323816,0.0335,40,0.0,0.0,1.1102230246251565e-16,8.797269440015114e-104
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.804,0.201,1,0.5388596427132382,0.5335,-0.0053596427132381885,0.0053596427132381885,0.004489000000000001,40,0.0,0.0,1.1102230246251565e-16,8.797269440015114e-104
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.804,0.201,2,0.5388596427132382,0.5379889999999999,-0.0008706427132382233,0.0008706427132382233,0.0007218312000000002,40,0.0,0.0,1.1102230246251565e-16,8.797269440015114e-104
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.805,0.20125,0,0.5389159588622258,0.5,-0.038915958862225764,0.038915958862225764,0.033541666666666664,40,0.0,0.0,1.1102230246251565e-16,9.28825823509371e-104
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.805,0.20125,1,0.5389159588622258,0.5335416666666667,-0.005374292195559072,0.005374292195559072,0.004500173611111111,40,0.0,0.0,1.1102230246251565e-16,9.28825823509371e-104
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.805,0.20125,2,0.5389159588622258,0.5380418402777778,-0.0008741185844479693,0.0008741185844479693,0.0007245279513888891,40,0.0,0.0,1.1102230246251565e-16,9.28825823509371e-104
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.806,0.2015,0,0.5389722987661741,0.5,-0.03897229876617414,0.03897229876617414,0.03358333333333333,40,0.0,0.0,2.220446049250313e-16,9.806061262280992e-104
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.806,0.2015,1,0.5389722987661741,0.5335833333333333,-0.005388965432840842,0.005388965432840842,0.004511361111111112,40,0.0,0.0,2.220446049250313e-16,9.806061262280992e-104
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.806,0.2015,2,0.5389722987661741,0.5380946944444445,-0.0008776043217296747,0.0008776043217296747,0.0007272314111111114,40,0.0,0.0,2.220446049250313e-16,9.806061262280992e-104
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.807,0.20175,0,0.5390286624426296,0.5,-0.03902866244262959,0.03902866244262959,0.033625,40,0.0,1.1102230246251565e-16,0.0,1.0352111075483363e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.807,0.20175,1,0.5390286624426296,0.533625,-0.005403662442629575,0.005403662442629575,0.0045225625000000005,40,0.0,1.1102230246251565e-16,0.0,1.0352111075483363e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.807,0.20175,2,0.5390286624426296,0.5381475625000001,-0.0008810999426295263,0.0008810999426295263,0.0007299415875000003,40,0.0,1.1102230246251565e-16,0.0,1.0352111075483363e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.808,0.202,0,0.5390850499091556,0.5,-0.03908504990915562,0.03908504990915562,0.033666666666666664,40,1.1102230246251565e-16,3.3306690738754696e-16,2.220446049250313e-16,1.4082820757938706e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.808,0.202,1,0.5390850499091556,0.5336666666666666,-0.005418383242489,0.005418383242489,0.004533777777777778,40,1.1102230246251565e-16,3.3306690738754696e-16,2.220446049250313e-16,1.4082820757938706e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.808,0.202,2,0.5390850499091556,0.5382004444444444,-0.0008846054647112522,0.0008846054647112522,0.0007326584888888891,40,1.1102230246251565e-16,3.3306690738754696e-16,2.220446049250313e-16,1.4082820757938706e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.809,0.20225,0,0.5391414611833342,0.5,-0.03914146118333417,0.03914146118333417,0.03370833333333333,40,0.0,0.0,3.3306690738754696e-16,1.1535059349354876e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.809,0.20225,1,0.5391414611833342,0.5337083333333333,-0.0054331278500008295,0.0054331278500008295,0.004545006944444444,40,0.0,0.0,3.3306690738754696e-16,1.1535059349354876e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.809,0.20225,2,0.5391414611833342,0.5382533402777778,-0.0008881209055563444,0.0008881209055563444,0.0007353821236111114,40,0.0,0.0,3.3306690738754696e-16,1.1535059349354876e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.81,0.2025,0,0.5391978962827627,0.5,-0.03919789628276271,0.03919789628276271,0.03375,40,0.0,2.220446049250313e-16,3.3306690738754696e-16,1.2175212653944045e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.81,0.2025,1,0.5391978962827627,0.53375,-0.005447896282762765,0.005447896282762765,0.00455625,40,0.0,2.220446049250313e-16,3.3306690738754696e-16,1.2175212653944045e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.81,0.2025,2,0.5391978962827627,0.53830625,-0.0008916462827627258,0.0008916462827627258,0.0007381125000000001,40,0.0,2.220446049250313e-16,3.3306690738754696e-16,1.2175212653944045e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.811,0.20275,0,0.5392543552250579,0.5,-0.039254355225057935,0.039254355225057935,0.033791666666666664,40,0.0,1.1102230246251565e-16,3.3306690738754696e-16,1.2850130662114246e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.811,0.20275,1,0.5392543552250579,0.5337916666666667,-0.005462688558391271,0.005462688558391271,0.004567506944444445,40,0.0,1.1102230246251565e-16,3.3306690738754696e-16,1.2850130662114246e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.811,0.20275,2,0.5392543552250579,0.5383591736111111,-0.0008951816139468605,0.0008951816139468605,0.000740849626388889,40,0.0,1.1102230246251565e-16,3.3306690738754696e-16,1.2850130662114246e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.812,0.203,0,0.5393108380278527,0.5,-0.039310838027852735,0.039310838027852735,0.03383333333333333,40,0.0,1.1102230246251565e-16,1.1102230246251565e-16,1.3561660372138277e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.812,0.203,1,0.5393108380278527,0.5338333333333334,-0.005477504694519353,0.005477504694519353,0.004578777777777778,40,0.0,1.1102230246251565e-16,1.1102230246251565e-16,1.3561660372138277e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.812,0.203,2,0.5393108380278527,0.5384121111111112,-0.0008987269167415324,0.0008987269167415324,0.0007435935111111113,40,0.0,1.1102230246251565e-16,1.1102230246251565e-16,1.3561660372138277e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8130000000000001,0.20325000000000001,0,0.5393673447087978,0.5,-0.03936734470879777,0.03936734470879777,0.033875,40,0.0,0.0,0.0,1.4311744756093476e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8130000000000001,0.20325000000000001,1,0.5393673447087978,0.533875,-0.005492344708797781,0.005492344708797781,0.0045900625,40,0.0,0.0,0.0,1.4311744756093476e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8130000000000001,0.20325000000000001,2,0.5393673447087978,0.5384650625,-0.0009022822087977334,0.0009022822087977334,0.0007463441625000002,40,0.0,0.0,0.0,1.4311744756093476e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8140000000000001,0.20350000000000001,0,0.5394238752855616,0.5,-0.03942387528556157,0.03942387528556157,0.033916666666666664,40,1.1102230246251565e-16,0.0,2.220446049250313e-16,1.4112314434284575e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8140000000000001,0.20350000000000001,1,0.5394238752855616,0.5339166666666667,-0.0055072086188948655,0.0055072086188948655,0.004601361111111112,40,1.1102230246251565e-16,0.0,2.220446049250313e-16,1.4112314434284575e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8140000000000001,0.20350000000000001,2,0.5394238752855616,0.5385180277777778,-0.0009058475077837747,0.0009058475077837747,0.0007491015888888891,40,1.1102230246251565e-16,0.0,2.220446049250313e-16,1.4112314434284575e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8150000000000001,0.20375000000000001,0,0.5394804297758294,0.5,-0.03948042977582944,0.03948042977582944,0.03395833333333333,40,1.1102230246251565e-16,0.0,1.1102230246251565e-16,1.4117244085724022e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8150000000000001,0.20375000000000001,1,0.5394804297758294,0.5339583333333333,-0.005522096442496127,0.005522096442496127,0.004612673611111112,40,1.1102230246251565e-16,0.0,1.1102230246251565e-16,1.4117244085724022e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8150000000000001,0.20375000000000001,2,0.5394804297758294,0.5385710069444444,-0.000909422831385065,0.000909422831385065,0.0007518657986111113,40,1.1102230246251565e-16,0.0,1.1102230246251565e-16,1.4117244085724022e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8160000000000001,0.20400000000000001,0,0.5395370081973045,0.5,-0.039537008197304546,0.039537008197304546,0.034,40,0.0,1.1102230246251565e-16,0.0,1.6814299387427992e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8160000000000001,0.20400000000000001,1,0.5395370081973045,0.534,-0.005537008197304516,0.005537008197304516,0.0046240000000000005,40,0.0,1.1102230246251565e-16,0.0,1.6814299387427992e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8160000000000001,0.20400000000000001,2,0.5395370081973045,0.538624,-0.0009130081973045545,0.0009130081973045545,0.0007546368000000003,40,0.0,1.1102230246251565e-16,0.0,1.6814299387427992e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8170000000000001,0.20425000000000001,0,0.5395936105677075,0.5,-0.03959361056770749,0.03959361056770749,0.034041666666666665,40,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.4127115465306145e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8170000000000001,0.20425000000000001,1,0.5395936105677075,0.5340416666666666,-0.005551943901040857,0.005551943901040857,0.004635340277777778,40,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.4127115465306145e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8170000000000001,0.20425000000000001,2,0.5395936105677075,0.5386770069444444,-0.0009166036232630681,0.0009166036232630681,0.0007574146013888891,40,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.4127115465306145e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8180000000000001,0.20450000000000002,0,0.5396502369047769,0.5,-0.03965023690477687,0.03965023690477687,0.034083333333333334,40,1.1102230246251565e-16,0.0,5.551115123125783e-16,1.41320572031567e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8180000000000001,0.20450000000000002,1,0.5396502369047769,0.5340833333333334,-0.0055669035714435156,0.0055669035714435156,0.004646694444444445,40,1.1102230246251565e-16,0.0,5.551115123125783e-16,1.41320572031567e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8180000000000001,0.20450000000000002,2,0.5396502369047769,0.5387300277777778,-0.0009202091269990831,0.0009202091269990831,0.0007601992111111114,40,1.1102230246251565e-16,0.0,5.551115123125783e-16,1.41320572031567e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8190000000000001,0.20475000000000002,0,0.539706887226268,0.5,-0.03970688722626803,0.03970688722626803,0.034125,40,0.0,0.0,2.220446049250313e-16,1.9744079455162805e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8190000000000001,0.20475000000000002,1,0.539706887226268,0.534125,-0.0055818872262680674,0.0055818872262680674,0.0046580625,40,0.0,0.0,2.220446049250313e-16,1.9744079455162805e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8190000000000001,0.20475000000000002,2,0.539706887226268,0.5387830625,-0.0009238247262680632,0.0009238247262680632,0.0007629906375000001,40,0.0,0.0,2.220446049250313e-16,1.9744079455162805e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8200000000000001,0.20500000000000002,0,0.5397635615499541,0.5,-0.039763561549954085,0.039763561549954085,0.034166666666666665,40,0.0,0.0,4.440892098500626e-16,2.0827599152191258e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8200000000000001,0.20500000000000002,1,0.5397635615499541,0.5341666666666667,-0.005596894883287407,0.005596894883287407,0.004669444444444445,40,0.0,0.0,4.440892098500626e-16,2.0827599152191258e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8200000000000001,0.20500000000000002,2,0.5397635615499541,0.5388361111111111,-0.0009274504388430138,0.0009274504388430138,0.000765788888888889,40,0.0,0.0,4.440892098500626e-16,2.0827599152191258e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8210000000000001,0.20525000000000002,0,0.5398202598936259,0.5,-0.03982025989362592,0.03982025989362592,0.034208333333333334,40,1.1102230246251565e-16,1.1102230246251565e-16,3.3306690738754696e-16,1.4146906667349816e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8210000000000001,0.20525000000000002,1,0.5398202598936259,0.5342083333333333,-0.005611926560292635,0.005611926560292635,0.0046808402777777786,40,1.1102230246251565e-16,1.1102230246251565e-16,3.3306690738754696e-16,1.4146906667349816e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8210000000000001,0.20525000000000002,2,0.5398202598936259,0.5388891736111111,-0.0009310862825148147,0.0009310862825148147,0.0007685939736111114,40,1.1102230246251565e-16,1.1102230246251565e-16,3.3306690738754696e-16,1.4146906667349816e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8220000000000001,0.20550000000000002,0,0.5398769822750924,0.5,-0.0398769822750924,0.0398769822750924,0.03425,40,0.0,2.220446049250313e-16,2.220446049250313e-16,2.3172274184812416e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8220000000000001,0.20550000000000002,1,0.5398769822750924,0.53425,-0.005626982275092396,0.005626982275092396,0.00469225,40,0.0,2.220446049250313e-16,2.220446049250313e-16,2.3172274184812416e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8220000000000001,0.20550000000000002,2,0.5398769822750924,0.53894225,-0.0009347322750924425,0.0009347322750924425,0.0007714059000000002,40,0.0,2.220446049250313e-16,2.220446049250313e-16,2.3172274184812416e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8230000000000001,0.20575000000000002,0,0.5399337287121788,0.5,-0.03993372871217882,0.03993372871217882,0.034291666666666665,40,0.0,3.3306690738754696e-16,5.551115123125783e-16,2.44397023782594e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8230000000000001,0.20575000000000002,1,0.5399337287121788,0.5342916666666666,-0.005642062045512208,0.005642062045512208,0.004703673611111112,40,0.0,3.3306690738754696e-16,5.551115123125783e-16,2.44397023782594e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8230000000000001,0.20575000000000002,2,0.5399337287121788,0.5389953402777777,-0.0009383884344010829,0.0009383884344010829,0.0007742246763888891,40,0.0,3.3306690738754696e-16,5.551115123125783e-16,2.44397023782594e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8240000000000001,0.20600000000000002,0,0.5399904992227295,0.5,-0.03999049922272946,0.03999049922272946,0.034333333333333334,40,0.0,0.0,5.551115123125783e-16,2.577497611011975e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8240000000000001,0.20600000000000002,1,0.5399904992227295,0.5343333333333333,-0.005657165889396132,0.005657165889396132,0.004715111111111112,40,0.0,0.0,5.551115123125783e-16,2.577497611011975e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8240000000000001,0.20600000000000002,2,0.5399904992227295,0.5390484444444444,-0.0009420547782850175,0.0009420547782850175,0.0007770503111111114,40,0.0,0.0,5.551115123125783e-16,2.577497611011975e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8250000000000001,0.20625000000000002,0,0.5400472938246056,0.5,-0.04004729382460559,0.04004729382460559,0.034375,40,1.1102230246251565e-16,0.0,1.1102230246251565e-16,1.416676272016756e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8250000000000001,0.20625000000000002,1,0.5400472938246056,0.534375,-0.005672293824605545,0.005672293824605545,0.004726562500000001,40,1.1102230246251565e-16,0.0,1.1102230246251565e-16,1.416676272016756e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8250000000000001,0.20625000000000002,2,0.5400472938246056,0.5391015625000001,-0.0009457313246055143,0.0009457313246055143,0.0007798828125000003,40,1.1102230246251565e-16,0.0,1.1102230246251565e-16,1.416676272016756e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8260000000000001,0.20650000000000002,0,0.5401041125356861,0.5,-0.04010411253568613,0.04010411253568613,0.034416666666666665,40,0.0,0.0,2.220446049250313e-16,2.866345599846914e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8260000000000001,0.20650000000000002,1,0.5401041125356861,0.5344166666666667,-0.005687445869019481,0.005687445869019481,0.0047380277777777785,40,0.0,0.0,2.220446049250313e-16,2.866345599846914e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8260000000000001,0.20650000000000002,2,0.5401041125356861,0.5391546944444444,-0.0009494180912417161,0.0009494180912417161,0.0007827221888888891,40,0.0,0.0,2.220446049250313e-16,2.866345599846914e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8270000000000001,0.20675000000000002,0,0.5401609553738678,0.5,-0.04016095537386777,0.04016095537386777,0.034458333333333334,40,0.0,0.0,4.440892098500626e-16,3.022432431016281e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8270000000000001,0.20675000000000002,1,0.5401609553738678,0.5344583333333334,-0.0057026220405344,0.0057026220405344,0.004749506944444445,40,0.0,0.0,4.440892098500626e-16,3.022432431016281e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8270000000000001,0.20675000000000002,2,0.5401609553738678,0.5392078402777778,-0.0009531150960899737,0.0009531150960899737,0.0007855684486111113,40,0.0,0.0,4.440892098500626e-16,3.022432431016281e-103
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8280000000000001,0.20700000000000002,0,0.540217822357065,0.5,-0.04021782235706495,0.04021782235706495,0.0345,40,1.1102230246251565e-16,0.0,1.1102230246251565e-16,1.4181697506920318e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8280000000000001,0.20700000000000002,1,0.540217822357065,0.5345,-0.005717822357064972,0.005717822357064972,0.0047610000000000005,40,1.1102230246251565e-16,0.0,1.1102230246251565e-16,1.4181697506920318e-16
FIG3_CANONICAL_QSS_V2,72c2f02795c9120fd3fd7cf2ad8b371f0d5ccc32a8efacf6b2d0a8ca09cb384e,1.0,0.8280000000000001,0.20700000000000002,2,0.540217822357065,0.539261,-0.000956822357064957,0.000956822357064957,0.0007884216000000003,40,1.1102230246251565e-16,0.0,1.1102230246251565e-16,1.4181697506920318e-16
