R,c,replicate,k,seed,window_start,window_end,valid_time_points,replicate_time_average,extinction_time,censoring_time,peak_active,infection_events,identification_events,traced_removals
2.0,0.25,107,1,13014082363574478022,3.0,3.25,26,0.6848089681544253,nan,nan,2827,6294,3125,503
2.0,0.25,107,2,13014082363574478022,3.0,3.25,26,0.3503769608419515,nan,nan,2827,6294,3125,503
2.0,0.25,107,3,13014082363574478022,3.0,3.25,26,0.14837487012164438,nan,nan,2827,6294,3125,503
2.0,0.25,108,1,15131956849266037567,3.0,3.25,26,0.66201889942936,nan,nan,2561,5903,2985,518
2.0,0.25,108,2,15131956849266037567,3.0,3.25,26,0.3271545441244698,nan,nan,2561,5903,2985,518
2.0,0.25,108,3,15131956849266037567,3.0,3.25,26,0.12625891544882795,nan,nan,2561,5903,2985,518
2.0,0.25,109,1,10810608059951466594,3.0,3.25,26,0.6701784039951959,nan,nan,1751,4025,2100,334
2.0,0.25,109,2,10810608059951466594,3.0,3.25,26,0.35061638229566683,nan,nan,1751,4025,2100,334
2.0,0.25,109,3,10810608059951466594,3.0,3.25,26,0.13929512497016813,nan,nan,1751,4025,2100,334
2.0,0.25,110,1,4032565424396225343,3.0,3.25,26,0.678991230056681,nan,nan,2581,5683,2762,500
2.0,0.25,110,2,4032565424396225343,3.0,3.25,26,0.3553475081009453,nan,nan,2581,5683,2762,500
2.0,0.25,110,3,4032565424396225343,3.0,3.25,26,0.14022992707985688,nan,nan,2581,5683,2762,500
2.0,0.25,111,1,18439338173133855461,3.0,3.25,26,0.6917157513075171,nan,nan,2557,5637,2791,449
2.0,0.25,111,2,18439338173133855461,3.0,3.25,26,0.37355428372719923,nan,nan,2557,5637,2791,449
2.0,0.25,111,3,18439338173133855461,3.0,3.25,26,0.15546489195225754,nan,nan,2557,5637,2791,449
2.0,0.25,112,1,15240367180455755346,3.0,3.25,26,0.6720212893379495,nan,nan,2620,5798,2866,476
2.0,0.25,112,2,15240367180455755346,3.0,3.25,26,0.34197773240577545,nan,nan,2620,5798,2866,476
2.0,0.25,112,3,15240367180455755346,3.0,3.25,26,0.1339115316194899,nan,nan,2620,5798,2866,476
2.0,0.25,113,1,17348930811838870049,3.0,3.25,26,0.6713115123197242,nan,nan,3264,7244,3555,585
2.0,0.25,113,2,17348930811838870049,3.0,3.25,26,0.34986970794110295,nan,nan,3264,7244,3555,585
2.0,0.25,113,3,17348930811838870049,3.0,3.25,26,0.15228264417142234,nan,nan,3264,7244,3555,585
2.0,0.25,114,1,15400964949834389043,3.0,3.25,26,0.6575846365493003,nan,nan,2289,5281,2709,443
2.0,0.25,114,2,15400964949834389043,3.0,3.25,26,0.32545433983045297,nan,nan,2289,5281,2709,443
2.0,0.25,114,3,15400964949834389043,3.0,3.25,26,0.11781394768319853,nan,nan,2289,5281,2709,443
2.0,0.25,115,1,3323925176130735978,3.0,3.25,26,0.6678158602656252,nan,nan,2604,5832,2907,481
2.0,0.25,115,2,3323925176130735978,3.0,3.25,26,0.3301975306937334,nan,nan,2604,5832,2907,481
2.0,0.25,115,3,3323925176130735978,3.0,3.25,26,0.12806582317760562,nan,nan,2604,5832,2907,481
2.0,0.25,116,1,8353037688688414193,3.0,3.25,26,0.6692782271281684,nan,nan,2369,5351,2721,422
2.0,0.25,116,2,8353037688688414193,3.0,3.25,26,0.33154069612034276,nan,nan,2369,5351,2721,422
2.0,0.25,116,3,8353037688688414193,3.0,3.25,26,0.14079855974081926,nan,nan,2369,5351,2721,422
2.0,0.25,117,1,4786913258666655030,3.0,3.25,26,0.6768943110744898,nan,nan,1895,4333,2239,359
2.0,0.25,117,2,4786913258666655030,3.0,3.25,26,0.35879757209750607,nan,nan,1895,4333,2239,359
2.0,0.25,117,3,4786913258666655030,3.0,3.25,26,0.15195519499273874,nan,nan,1895,4333,2239,359
2.0,0.25,118,1,11580539391241459469,3.0,3.25,26,0.6678359247912977,nan,nan,3104,6837,3360,535
2.0,0.25,118,2,11580539391241459469,3.0,3.25,26,0.3302322514965476,nan,nan,3104,6837,3360,535
2.0,0.25,118,3,11580539391241459469,3.0,3.25,26,0.12465864009519102,nan,nan,3104,6837,3360,535
2.0,0.25,119,1,13485094181560099712,3.0,3.25,26,0.6647516137428321,nan,nan,2553,5615,2793,432
2.0,0.25,119,2,13485094181560099712,3.0,3.25,26,0.332324119481464,nan,nan,2553,5615,2793,432
2.0,0.25,119,3,13485094181560099712,3.0,3.25,26,0.13392024539791536,nan,nan,2553,5615,2793,432
2.0,0.5,0,1,13467830535760289949,3.0,3.25,26,0.689449398161805,nan,nan,1539,4047,2012,659
2.0,0.5,0,2,13467830535760289949,3.0,3.25,26,0.3632945076479981,nan,nan,1539,4047,2012,659
2.0,0.5,0,3,13467830535760289949,3.0,3.25,26,0.15436344118179765,nan,nan,1539,4047,2012,659
2.0,0.5,1,1,14663924383497281195,3.0,3.25,26,0.6674862411797119,nan,nan,2007,5312,2609,861
2.0,0.5,1,2,14663924383497281195,3.0,3.25,26,0.33171510550010674,nan,nan,2007,5312,2609,861
2.0,0.5,1,3,14663924383497281195,3.0,3.25,26,0.13899063489384694,nan,nan,2007,5312,2609,861
2.0,0.5,2,1,1044216881385996355,3.0,3.25,26,0.683850377794359,nan,nan,1363,3609,1805,601
2.0,0.5,2,2,1044216881385996355,3.0,3.25,26,0.3552483808361214,nan,nan,1363,3609,1805,601
2.0,0.5,2,3,1044216881385996355,3.0,3.25,26,0.16551649884716363,nan,nan,1363,3609,1805,601
2.0,0.5,3,1,1449049495362664007,3.0,3.25,26,0.6853954843936839,nan,nan,1185,3317,1701,591
2.0,0.5,3,2,1449049495362664007,3.0,3.25,26,0.37919110588488986,nan,nan,1185,3317,1701,591
2.0,0.5,3,3,1449049495362664007,3.0,3.25,26,0.1798857873353031,nan,nan,1185,3317,1701,591
2.0,0.5,4,1,14844632971716936402,3.0,3.25,26,0.6964291623157517,nan,nan,1430,3871,1941,663
2.0,0.5,4,2,14844632971716936402,3.0,3.25,26,0.3554533538607433,nan,nan,1430,3871,1941,663
2.0,0.5,4,3,14844632971716936402,3.0,3.25,26,0.13693015714644458,nan,nan,1430,3871,1941,663
2.0,0.5,5,1,983577332306155961,3.0,3.25,26,0.6773798300429235,nan,nan,896,2632,1429,470
2.0,0.5,5,2,983577332306155961,3.0,3.25,26,0.3352157120862357,nan,nan,896,2632,1429,470
2.0,0.5,5,3,983577332306155961,3.0,3.25,26,0.13978293467949351,nan,nan,896,2632,1429,470
2.0,0.5,6,1,7993555417273812041,3.0,3.25,26,0.6859190803666427,nan,nan,1639,4162,2001,683
2.0,0.5,6,2,7993555417273812041,3.0,3.25,26,0.35961376489585895,nan,nan,1639,4162,2001,683
2.0,0.5,6,3,7993555417273812041,3.0,3.25,26,0.14510010109618643,nan,nan,1639,4162,2001,683
2.0,0.5,7,1,4215825059724610609,3.0,3.25,26,0.7042170498071473,nan,nan,1368,3849,1926,716
2.0,0.5,7,2,4215825059724610609,3.0,3.25,26,0.38797694347926126,nan,nan,1368,3849,1926,716
2.0,0.5,7,3,4215825059724610609,3.0,3.25,26,0.1685855068697679,nan,nan,1368,3849,1926,716
2.0,0.5,8,1,4821104688283714073,3.0,3.25,26,0.696910388364869,nan,nan,1253,3364,1712,563
2.0,0.5,8,2,4821104688283714073,3.0,3.25,26,0.3712383229479671,nan,nan,1253,3364,1712,563
2.0,0.5,8,3,4821104688283714073,3.0,3.25,26,0.1687852107089429,nan,nan,1253,3364,1712,563
2.0,0.5,9,1,2448273001721288503,3.0,3.25,26,0.6716398971733718,nan,nan,1979,5200,2533,848
2.0,0.5,9,2,2448273001721288503,3.0,3.25,26,0.3495263833370093,nan,nan,1979,5200,2533,848
2.0,0.5,9,3,2448273001721288503,3.0,3.25,26,0.1365040975855158,nan,nan,1979,5200,2533,848
2.0,0.5,10,1,10409785183434943651,3.0,3.25,26,0.694792735943927,nan,nan,1433,3794,1862,666
2.0,0.5,10,2,10409785183434943651,3.0,3.25,26,0.38015162767701594,nan,nan,1433,3794,1862,666
2.0,0.5,10,3,10409785183434943651,3.0,3.25,26,0.1790778153963011,nan,nan,1433,3794,1862,666
2.0,0.5,11,1,182268270041223547,3.0,3.25,26,0.7065325634339193,nan,nan,1849,4915,2445,786
2.0,0.5,11,2,182268270041223547,3.0,3.25,26,0.3744479331806841,nan,nan,1849,4915,2445,786
2.0,0.5,11,3,182268270041223547,3.0,3.25,26,0.16356706438752247,nan,nan,1849,4915,2445,786
2.0,0.5,12,1,18068650529716572163,3.0,3.25,26,0.6819020579389687,nan,nan,1717,4467,2204,716
2.0,0.5,12,2,18068650529716572163,3.0,3.25,26,0.3590338406839776,nan,nan,1717,4467,2204,716
2.0,0.5,12,3,18068650529716572163,3.0,3.25,26,0.14970408096475224,nan,nan,1717,4467,2204,716
2.0,0.5,13,1,12083071329187955738,3.0,3.25,26,0.7017538063901589,nan,nan,1429,3781,1900,612
2.0,0.5,13,2,12083071329187955738,3.0,3.25,26,0.3703938518866848,nan,nan,1429,3781,1900,612
2.0,0.5,13,3,12083071329187955738,3.0,3.25,26,0.1474701327950247,nan,nan,1429,3781,1900,612
2.0,0.5,14,1,9478005391089119396,3.0,3.25,26,0.6799246735545768,nan,nan,1519,4116,2074,685
2.0,0.5,14,2,9478005391089119396,3.0,3.25,26,0.35700700144110137,nan,nan,1519,4116,2074,685
2.0,0.5,14,3,9478005391089119396,3.0,3.25,26,0.14687582310359157,nan,nan,1519,4116,2074,685
2.0,0.5,15,1,12143799507500804741,3.0,3.25,26,0.676145497783123,nan,nan,1338,3470,1703,591
2.0,0.5,15,2,12143799507500804741,3.0,3.25,26,0.3349588595699021,nan,nan,1338,3470,1703,591
2.0,0.5,15,3,12143799507500804741,3.0,3.25,26,0.1281079886299719,nan,nan,1338,3470,1703,591
2.0,0.5,16,1,3164885155537805367,3.0,3.25,26,0.6590418446896446,nan,nan,1127,3219,1702,554
2.0,0.5,16,2,3164885155537805367,3.0,3.25,26,0.3254248283797398,nan,nan,1127,3219,1702,554
2.0,0.5,16,3,3164885155537805367,3.0,3.25,26,0.12582805593192586,nan,nan,1127,3219,1702,554
2.0,0.5,17,1,9665931974983124536,3.0,3.25,26,0.7095792718558573,nan,nan,1699,4308,2080,693
2.0,0.5,17,2,9665931974983124536,3.0,3.25,26,0.3805681783799861,nan,nan,1699,4308,2080,693
2.0,0.5,17,3,9665931974983124536,3.0,3.25,26,0.17930048796248926,nan,nan,1699,4308,2080,693
2.0,0.5,18,1,9043055322655220870,3.0,3.25,26,0.6881415407105937,nan,nan,1285,3550,1820,608
2.0,0.5,18,2,9043055322655220870,3.0,3.25,26,0.3671050316176427,nan,nan,1285,3550,1820,608
2.0,0.5,18,3,9043055322655220870,3.0,3.25,26,0.1531835966313991,nan,nan,1285,3550,1820,608
2.0,0.5,19,1,14538795262800500471,3.0,3.25,26,0.7011060884085182,nan,nan,1592,4029,1959,643
2.0,0.5,19,2,14538795262800500471,3.0,3.25,26,0.3726100207144062,nan,nan,1592,4029,1959,643
2.0,0.5,19,3,14538795262800500471,3.0,3.25,26,0.1690143335310042,nan,nan,1592,4029,1959,643
2.0,0.5,20,1,10394812143285951877,3.0,3.25,26,0.689086696091465,nan,nan,1960,4982,2391,797
2.0,0.5,20,2,10394812143285951877,3.0,3.25,26,0.3617194399583777,nan,nan,1960,4982,2391,797
2.0,0.5,20,3,10394812143285951877,3.0,3.25,26,0.15440165190957644,nan,nan,1960,4982,2391,797
2.0,0.5,21,1,14479213229454536978,3.0,3.25,26,0.6840425141985244,nan,nan,1717,4625,2288,780
2.0,0.5,21,2,14479213229454536978,3.0,3.25,26,0.35015839921212255,nan,nan,1717,4625,2288,780
2.0,0.5,21,3,14479213229454536978,3.0,3.25,26,0.14511735047579724,nan,nan,1717,4625,2288,780
2.0,0.5,22,1,15674550595975214167,3.0,3.25,26,0.6796262840048221,nan,nan,1402,3636,1807,598
2.0,0.5,22,2,15674550595975214167,3.0,3.25,26,0.36024994072379396,nan,nan,1402,3636,1807,598
2.0,0.5,22,3,15674550595975214167,3.0,3.25,26,0.1557159341506122,nan,nan,1402,3636,1807,598
2.0,0.5,23,1,10669041630976227028,3.0,3.25,26,0.6818544432996659,nan,nan,1492,3992,1995,666
2.0,0.5,23,2,10669041630976227028,3.0,3.25,26,0.35757656338369753,nan,nan,1492,3992,1995,666
2.0,0.5,23,3,10669041630976227028,3.0,3.25,26,0.1458476665579424,nan,nan,1492,3992,1995,666
2.0,0.5,24,1,17610725686215661291,3.0,3.25,26,0.654620757680939,nan,nan,1353,3941,2052,696
2.0,0.5,24,2,17610725686215661291,3.0,3.25,26,0.33214048294316173,nan,nan,1353,3941,2052,696
2.0,0.5,24,3,17610725686215661291,3.0,3.25,26,0.14011076512594542,nan,nan,1353,3941,2052,696
2.0,0.5,25,1,16750704160882940583,3.0,3.25,26,0.6963066851128848,nan,nan,1714,4480,2200,737
2.0,0.5,25,2,16750704160882940583,3.0,3.25,26,0.3862955218904801,nan,nan,1714,4480,2200,737
2.0,0.5,25,3,16750704160882940583,3.0,3.25,26,0.16482226663753302,nan,nan,1714,4480,2200,737
2.0,0.5,26,1,2934637617463948,3.0,3.25,26,0.6848000172717673,nan,nan,1718,4581,2267,758
2.0,0.5,26,2,2934637617463948,3.0,3.25,26,0.35292759819814495,nan,nan,1718,4581,2267,758
2.0,0.5,26,3,2934637617463948,3.0,3.25,26,0.13516424825921652,nan,nan,1718,4581,2267,758
2.0,0.5,27,1,3925694602641851867,3.0,3.25,26,0.6857369153449322,nan,nan,1483,4049,2077,658
2.0,0.5,27,2,3925694602641851867,3.0,3.25,26,0.34665441458014357,nan,nan,1483,4049,2077,658
2.0,0.5,27,3,3925694602641851867,3.0,3.25,26,0.1465109040537399,nan,nan,1483,4049,2077,658
2.0,0.5,28,1,5334056211622072819,3.0,3.25,26,0.6863598576993343,nan,nan,1445,3691,1797,609
2.0,0.5,28,2,5334056211622072819,3.0,3.25,26,0.3496288005598662,nan,nan,1445,3691,1797,609
2.0,0.5,28,3,5334056211622072819,3.0,3.25,26,0.13873223363571707,nan,nan,1445,3691,1797,609
2.0,0.5,29,1,8002709191205820194,3.0,3.25,26,0.6748136023190873,nan,nan,1870,5147,2603,839
2.0,0.5,29,2,8002709191205820194,3.0,3.25,26,0.3353457865699831,nan,nan,1870,5147,2603,839
2.0,0.5,29,3,8002709191205820194,3.0,3.25,26,0.127564942868945,nan,nan,1870,5147,2603,839
2.0,0.5,30,1,207165376405411891,3.0,3.25,26,0.6723024173759715,nan,nan,1401,3898,2001,656
2.0,0.5,30,2,207165376405411891,3.0,3.25,26,0.33317840116844705,nan,nan,1401,3898,2001,656
2.0,0.5,30,3,207165376405411891,3.0,3.25,26,0.13203268742089483,nan,nan,1401,3898,2001,656
2.0,0.5,31,1,10671738646404256720,3.0,3.25,26,0.6910055606053902,nan,nan,1693,4543,2268,743
2.0,0.5,31,2,10671738646404256720,3.0,3.25,26,0.35446617382792467,nan,nan,1693,4543,2268,743
2.0,0.5,31,3,10671738646404256720,3.0,3.25,26,0.14009699964445527,nan,nan,1693,4543,2268,743
2.0,0.5,32,1,1122653034962801273,3.0,3.25,26,0.7005580466447862,nan,nan,1734,4662,2315,775
2.0,0.5,32,2,1122653034962801273,3.0,3.25,26,0.38156184246836744,nan,nan,1734,4662,2315,775
2.0,0.5,32,3,1122653034962801273,3.0,3.25,26,0.16269727515606153,nan,nan,1734,4662,2315,775
2.0,0.5,33,1,16390099438968836996,3.0,3.25,26,0.6737718221072039,nan,nan,1451,4003,2038,675
2.0,0.5,33,2,16390099438968836996,3.0,3.25,26,0.34217459559955016,nan,nan,1451,4003,2038,675
2.0,0.5,33,3,16390099438968836996,3.0,3.25,26,0.14489037500161378,nan,nan,1451,4003,2038,675
2.0,0.5,34,1,12274158212413964559,3.0,3.25,26,0.6879178385345106,nan,nan,1837,5042,2505,864
2.0,0.5,34,2,12274158212413964559,3.0,3.25,26,0.35795777689422537,nan,nan,1837,5042,2505,864
2.0,0.5,34,3,12274158212413964559,3.0,3.25,26,0.1534769265769761,nan,nan,1837,5042,2505,864
2.0,0.5,35,1,13759507333689611780,3.0,3.25,26,0.6933790426275959,nan,nan,1831,4898,2428,805
2.0,0.5,35,2,13759507333689611780,3.0,3.25,26,0.3479418425685551,nan,nan,1831,4898,2428,805
2.0,0.5,35,3,13759507333689611780,3.0,3.25,26,0.13986580090884107,nan,nan,1831,4898,2428,805
2.0,0.5,36,1,5223518449685659948,3.0,3.25,26,0.7111059531695966,nan,nan,1549,4056,1994,675
2.0,0.5,36,2,5223518449685659948,3.0,3.25,26,0.37860533233763266,nan,nan,1549,4056,1994,675
2.0,0.5,36,3,5223518449685659948,3.0,3.25,26,0.15981664280489546,nan,nan,1549,4056,1994,675
2.0,0.5,37,1,12516344029552503667,3.0,3.25,26,0.6590930069294235,nan,nan,1510,4127,2097,681
2.0,0.5,37,2,12516344029552503667,3.0,3.25,26,0.3309684575816943,nan,nan,1510,4127,2097,681
2.0,0.5,37,3,12516344029552503667,3.0,3.25,26,0.1306743482008143,nan,nan,1510,4127,2097,681
2.0,0.5,38,1,8037454089581934431,3.0,3.25,26,0.6795633579942308,nan,nan,1195,3392,1767,590
2.0,0.5,38,2,8037454089581934431,3.0,3.25,26,0.34740965832970383,nan,nan,1195,3392,1767,590
2.0,0.5,38,3,8037454089581934431,3.0,3.25,26,0.1461140068108089,nan,nan,1195,3392,1767,590
2.0,0.5,39,1,13533510228255436032,3.0,3.25,26,0.7037303227929272,nan,nan,1988,4983,2359,796
2.0,0.5,39,2,13533510228255436032,3.0,3.25,26,0.38091103079363486,nan,nan,1988,4983,2359,796
2.0,0.5,39,3,13533510228255436032,3.0,3.25,26,0.1673888298024457,nan,nan,1988,4983,2359,796
2.0,0.5,40,1,4055969074004354091,3.0,3.25,26,0.6877014679448904,nan,nan,1075,3167,1676,576
2.0,0.5,40,2,4055969074004354091,3.0,3.25,26,0.3636313459894917,nan,nan,1075,3167,1676,576
2.0,0.5,40,3,4055969074004354091,3.0,3.25,26,0.1480672188513455,nan,nan,1075,3167,1676,576
2.0,0.5,41,1,12386420756774863274,3.0,3.25,26,0.6953795215192557,nan,nan,1490,4114,2099,685
2.0,0.5,41,2,12386420756774863274,3.0,3.25,26,0.3637820007556539,nan,nan,1490,4114,2099,685
2.0,0.5,41,3,12386420756774863274,3.0,3.25,26,0.15247272696757472,nan,nan,1490,4114,2099,685
2.0,0.5,42,1,5137582516072260192,3.0,3.25,26,0.6797867925036669,nan,nan,1482,3861,1904,637
2.0,0.5,42,2,5137582516072260192,3.0,3.25,26,0.3513818599808998,nan,nan,1482,3861,1904,637
2.0,0.5,42,3,5137582516072260192,3.0,3.25,26,0.12799482399453158,nan,nan,1482,3861,1904,637
2.0,0.5,43,1,10818752084970612327,3.0,3.25,26,0.6704690248163653,nan,nan,1603,4553,2333,779
2.0,0.5,43,2,10818752084970612327,3.0,3.25,26,0.32598774833524546,nan,nan,1603,4553,2333,779
2.0,0.5,43,3,10818752084970612327,3.0,3.25,26,0.13196510173215392,nan,nan,1603,4553,2333,779
2.0,0.5,44,1,6953947159920690336,3.0,3.25,26,0.7068943495665584,nan,nan,2175,5645,2741,889
2.0,0.5,44,2,6953947159920690336,3.0,3.25,26,0.38505222308592635,nan,nan,2175,5645,2741,889
2.0,0.5,44,3,6953947159920690336,3.0,3.25,26,0.1663468688719233,nan,nan,2175,5645,2741,889
2.0,0.5,45,1,272627021997550958,3.0,3.25,26,0.6959231859078993,nan,nan,1742,4521,2201,739
2.0,0.5,45,2,272627021997550958,3.0,3.25,26,0.3677150557176734,nan,nan,1742,4521,2201,739
2.0,0.5,45,3,272627021997550958,3.0,3.25,26,0.16842341994325175,nan,nan,1742,4521,2201,739
2.0,0.5,46,1,12906240881403932914,3.0,3.25,26,0.6777465869155855,nan,nan,1652,4346,2150,707
2.0,0.5,46,2,12906240881403932914,3.0,3.25,26,0.3424589530955051,nan,nan,1652,4346,2150,707
2.0,0.5,46,3,12906240881403932914,3.0,3.25,26,0.141215609058429,nan,nan,1652,4346,2150,707
2.0,0.5,47,1,11356679880616726415,3.0,3.25,26,0.664999977346161,nan,nan,1264,3450,1792,560
2.0,0.5,47,2,11356679880616726415,3.0,3.25,26,0.31923996744606475,nan,nan,1264,3450,1792,560
2.0,0.5,47,3,11356679880616726415,3.0,3.25,26,0.12915468727208362,nan,nan,1264,3450,1792,560
2.0,0.5,48,1,3989487243690443090,3.0,3.25,26,0.6739831310450213,nan,nan,1178,3184,1630,540
2.0,0.5,48,2,3989487243690443090,3.0,3.25,26,0.3337950106124779,nan,nan,1178,3184,1630,540
2.0,0.5,48,3,3989487243690443090,3.0,3.25,26,0.1390598783010442,nan,nan,1178,3184,1630,540
2.0,0.5,49,1,7575180297802649829,3.0,3.25,26,0.7006154818836182,nan,nan,1046,2953,1539,533
2.0,0.5,49,2,7575180297802649829,3.0,3.25,26,0.3643781525837607,nan,nan,1046,2953,1539,533
2.0,0.5,49,3,7575180297802649829,3.0,3.25,26,0.14141592849129395,nan,nan,1046,2953,1539,533
2.0,0.5,50,1,10343540529969063408,3.0,3.25,26,0.6833136780006378,nan,nan,1371,3618,1844,565
2.0,0.5,50,2,10343540529969063408,3.0,3.25,26,0.3580625561311501,nan,nan,1371,3618,1844,565
2.0,0.5,50,3,10343540529969063408,3.0,3.25,26,0.14145581867416734,nan,nan,1371,3618,1844,565
2.0,0.5,51,1,5287721032120778918,3.0,3.25,26,0.6882335538269343,nan,nan,1650,4172,2040,645
2.0,0.5,51,2,5287721032120778918,3.0,3.25,26,0.36551151778243235,nan,nan,1650,4172,2040,645
2.0,0.5,51,3,5287721032120778918,3.0,3.25,26,0.1575440907921843,nan,nan,1650,4172,2040,645
2.0,0.5,52,1,2769463490109183450,3.0,3.25,26,0.6655774290055579,nan,nan,1287,3585,1832,628
2.0,0.5,52,2,2769463490109183450,3.0,3.25,26,0.3251379559836694,nan,nan,1287,3585,1832,628
2.0,0.5,52,3,2769463490109183450,3.0,3.25,26,0.12270171792668735,nan,nan,1287,3585,1832,628
2.0,0.5,53,1,4358368840785637727,3.0,3.25,26,0.6858740782015252,nan,nan,1169,3215,1647,559
2.0,0.5,53,2,4358368840785637727,3.0,3.25,26,0.35885456567940827,nan,nan,1169,3215,1647,559
2.0,0.5,53,3,4358368840785637727,3.0,3.25,26,0.14438767671240244,nan,nan,1169,3215,1647,559
2.0,0.5,54,1,9209507490368986128,3.0,3.25,26,0.6742427728909224,nan,nan,1194,3263,1670,559
2.0,0.5,54,2,9209507490368986128,3.0,3.25,26,0.3303681187145541,nan,nan,1194,3263,1670,559
2.0,0.5,54,3,9209507490368986128,3.0,3.25,26,0.12611464470417394,nan,nan,1194,3263,1670,559
2.0,0.5,55,1,13035693603330015461,3.0,3.25,26,0.7076141583534471,nan,nan,1788,4377,2072,683
2.0,0.5,55,2,13035693603330015461,3.0,3.25,26,0.3644929438464079,nan,nan,1788,4377,2072,683
2.0,0.5,55,3,13035693603330015461,3.0,3.25,26,0.15527472986501104,nan,nan,1788,4377,2072,683
2.0,0.5,56,1,16425445022228688347,3.0,3.25,26,0.7013502715174678,nan,nan,1914,4967,2400,813
2.0,0.5,56,2,16425445022228688347,3.0,3.25,26,0.3909181150157225,nan,nan,1914,4967,2400,813
2.0,0.5,56,3,16425445022228688347,3.0,3.25,26,0.18668245038248563,nan,nan,1914,4967,2400,813
2.0,0.5,57,1,7284570060240878167,3.0,3.25,26,0.6766651427370006,nan,nan,1118,3344,1820,571
2.0,0.5,57,2,7284570060240878167,3.0,3.25,26,0.32968326159290395,nan,nan,1118,3344,1820,571
2.0,0.5,57,3,7284570060240878167,3.0,3.25,26,0.13144995841738047,nan,nan,1118,3344,1820,571
2.0,0.5,58,1,6766947458786593813,3.0,3.25,26,0.6873409687429282,nan,nan,1436,3701,1830,600
2.0,0.5,58,2,6766947458786593813,3.0,3.25,26,0.3666489285208211,nan,nan,1436,3701,1830,600
2.0,0.5,58,3,6766947458786593813,3.0,3.25,26,0.1837967148635446,nan,nan,1436,3701,1830,600
2.0,0.5,59,1,13486076528671277258,3.0,3.25,26,0.6965656548954444,nan,nan,1374,3678,1873,593
2.0,0.5,59,2,13486076528671277258,3.0,3.25,26,0.3708534707774632,nan,nan,1374,3678,1873,593
2.0,0.5,59,3,13486076528671277258,3.0,3.25,26,0.14674398461937102,nan,nan,1374,3678,1873,593
2.0,0.5,60,1,3062008631797586772,3.0,3.25,26,0.6888731773031386,nan,nan,1439,3828,1951,598
2.0,0.5,60,2,3062008631797586772,3.0,3.25,26,0.3696883670556578,nan,nan,1439,3828,1951,598
2.0,0.5,60,3,3062008631797586772,3.0,3.25,26,0.16734005797203644,nan,nan,1439,3828,1951,598
2.0,0.5,61,1,11514221863889227092,3.0,3.25,26,0.6899830609639642,nan,nan,1070,3068,1615,549
2.0,0.5,61,2,11514221863889227092,3.0,3.25,26,0.3751128843127203,nan,nan,1070,3068,1615,549
2.0,0.5,61,3,11514221863889227092,3.0,3.25,26,0.1627886232460044,nan,nan,1070,3068,1615,549
2.0,0.5,62,1,6025538537920318137,3.0,3.25,26,0.6864129848519968,nan,nan,1477,4089,2055,721
2.0,0.5,62,2,6025538537920318137,3.0,3.25,26,0.3424635386124915,nan,nan,1477,4089,2055,721
2.0,0.5,62,3,6025538537920318137,3.0,3.25,26,0.1480314162488676,nan,nan,1477,4089,2055,721
2.0,0.5,63,1,15700194935543093131,3.0,3.25,26,0.6580255006001478,nan,nan,1547,4152,2087,679
2.0,0.5,63,2,15700194935543093131,3.0,3.25,26,0.32249222302208275,nan,nan,1547,4152,2087,679
2.0,0.5,63,3,15700194935543093131,3.0,3.25,26,0.1281332955220809,nan,nan,1547,4152,2087,679
2.0,0.5,64,1,15668461960487510448,3.0,3.25,26,0.6671951903769288,nan,nan,1507,4174,2141,686
2.0,0.5,64,2,15668461960487510448,3.0,3.25,26,0.32937334388976797,nan,nan,1507,4174,2141,686
2.0,0.5,64,3,15668461960487510448,3.0,3.25,26,0.12571501877742214,nan,nan,1507,4174,2141,686
2.0,0.5,65,1,3180273064959217946,3.0,3.25,26,0.7001014570569681,nan,nan,1576,4118,2049,658
2.0,0.5,65,2,3180273064959217946,3.0,3.25,26,0.3753045278036034,nan,nan,1576,4118,2049,658
2.0,0.5,65,3,3180273064959217946,3.0,3.25,26,0.17717195010407913,nan,nan,1576,4118,2049,658
2.0,0.5,66,1,4729857299565751083,3.0,3.25,26,0.6623680460051434,nan,nan,1305,3514,1790,582
2.0,0.5,66,2,4729857299565751083,3.0,3.25,26,0.3141624713262079,nan,nan,1305,3514,1790,582
2.0,0.5,66,3,4729857299565751083,3.0,3.25,26,0.11424507815656729,nan,nan,1305,3514,1790,582
2.0,0.5,67,1,4674607861511052646,3.0,3.25,26,0.6719422968854113,nan,nan,1644,4179,2017,678
2.0,0.5,67,2,4674607861511052646,3.0,3.25,26,0.3358232670532758,nan,nan,1644,4179,2017,678
2.0,0.5,67,3,4674607861511052646,3.0,3.25,26,0.13419638664888556,nan,nan,1644,4179,2017,678
2.0,0.5,68,1,11637206210169832162,3.0,3.25,26,0.7069486876353684,nan,nan,1732,4646,2290,784
2.0,0.5,68,2,11637206210169832162,3.0,3.25,26,0.3874701578631238,nan,nan,1732,4646,2290,784
2.0,0.5,68,3,11637206210169832162,3.0,3.25,26,0.17146218295792476,nan,nan,1732,4646,2290,784
2.0,0.5,69,1,8922356004543704107,3.0,3.25,26,0.6774892931002918,nan,nan,1772,4553,2236,705
2.0,0.5,69,2,8922356004543704107,3.0,3.25,26,0.35084670395217016,nan,nan,1772,4553,2236,705
2.0,0.5,69,3,8922356004543704107,3.0,3.25,26,0.14776387667331684,nan,nan,1772,4553,2236,705
