R,c,replicate,k,seed,window_start,window_end,valid_time_points,replicate_time_average,extinction_time,censoring_time,peak_active,infection_events,identification_events,traced_removals
1.5,0.0,112,1,14610975102697716365,3.0,3.25,26,0.5812797546614324,nan,nan,787,1921,1305,0
1.5,0.0,112,2,14610975102697716365,3.0,3.25,26,0.24242534501617552,nan,nan,787,1921,1305,0
1.5,0.0,112,3,14610975102697716365,3.0,3.25,26,0.08209839189482934,nan,nan,787,1921,1305,0
1.5,0.0,113,1,5550710968623211437,3.0,3.25,26,0.6267801168291659,nan,nan,858,2053,1355,0
1.5,0.0,113,2,5550710968623211437,3.0,3.25,26,0.28011349867581686,nan,nan,858,2053,1355,0
1.5,0.0,113,3,5550710968623211437,3.0,3.25,26,0.09382362009763537,nan,nan,858,2053,1355,0
1.5,0.0,114,1,14557098511960572166,3.0,3.25,26,0.5949519044157128,nan,nan,757,1796,1205,0
1.5,0.0,114,2,14557098511960572166,3.0,3.25,26,0.2676287029480192,nan,nan,757,1796,1205,0
1.5,0.0,114,3,14557098511960572166,3.0,3.25,26,0.0933177013576355,nan,nan,757,1796,1205,0
1.5,0.0,115,1,12893688271491963068,3.0,3.25,26,0.6030648904620702,nan,nan,964,2328,1524,0
1.5,0.0,115,2,12893688271491963068,3.0,3.25,26,0.26357851674760147,nan,nan,964,2328,1524,0
1.5,0.0,115,3,12893688271491963068,3.0,3.25,26,0.08103945648474832,nan,nan,964,2328,1524,0
1.5,0.0,116,1,14305299377908616251,3.0,3.25,26,0.5624329252631731,nan,nan,748,1995,1408,0
1.5,0.0,116,2,14305299377908616251,3.0,3.25,26,0.2028163910657067,nan,nan,748,1995,1408,0
1.5,0.0,116,3,14305299377908616251,3.0,3.25,26,0.06609051845414257,nan,nan,748,1995,1408,0
1.5,0.0,117,1,8576205265177336268,3.0,3.25,26,0.6303829795961413,nan,nan,872,1969,1264,0
1.5,0.0,117,2,8576205265177336268,3.0,3.25,26,0.2850657402217954,nan,nan,872,1969,1264,0
1.5,0.0,117,3,8576205265177336268,3.0,3.25,26,0.10050226102880919,nan,nan,872,1969,1264,0
1.5,0.0,118,1,12545930514246748412,3.0,3.25,26,0.6104328280696059,nan,nan,756,1816,1225,0
1.5,0.0,118,2,12545930514246748412,3.0,3.25,26,0.2807835730028313,nan,nan,756,1816,1225,0
1.5,0.0,118,3,12545930514246748412,3.0,3.25,26,0.10554950659122898,nan,nan,756,1816,1225,0
1.5,0.0,119,1,1367225408970371683,3.0,3.25,26,0.6300886517659716,nan,nan,1049,2359,1472,0
1.5,0.0,119,2,1367225408970371683,3.0,3.25,26,0.29221738554773646,nan,nan,1049,2359,1472,0
1.5,0.0,119,3,1367225408970371683,3.0,3.25,26,0.09741798004819155,nan,nan,1049,2359,1472,0
1.5,0.25,0,1,13894582885413173510,3.0,3.25,26,0.6098469383624168,nan,nan,489,1441,972,145
1.5,0.25,0,2,13894582885413173510,3.0,3.25,26,0.2617926606667496,nan,nan,489,1441,972,145
1.5,0.25,0,3,13894582885413173510,3.0,3.25,26,0.08682040874238234,nan,nan,489,1441,972,145
1.5,0.25,1,1,13048185438898173722,3.0,3.25,26,0.5724570828639773,nan,nan,507,1563,1080,140
1.5,0.25,1,2,13048185438898173722,3.0,3.25,26,0.24313774476022854,nan,nan,507,1563,1080,140
1.5,0.25,1,3,13048185438898173722,3.0,3.25,26,0.10226982204320902,nan,nan,507,1563,1080,140
1.5,0.25,2,1,4665138206038524812,3.0,3.25,26,0.5871685110527167,nan,nan,604,1719,1132,151
1.5,0.25,2,2,4665138206038524812,3.0,3.25,26,0.25457559116434025,nan,nan,604,1719,1132,151
1.5,0.25,2,3,4665138206038524812,3.0,3.25,26,0.08509026224038656,nan,nan,604,1719,1132,151
1.5,0.25,3,1,12462470494290119328,3.0,3.25,26,0.6355810093249652,nan,nan,374,1160,822,128
1.5,0.25,3,2,12462470494290119328,3.0,3.25,26,0.2902857352237967,nan,nan,374,1160,822,128
1.5,0.25,3,3,12462470494290119328,3.0,3.25,26,0.1050562078473166,nan,nan,374,1160,822,128
1.5,0.25,4,1,17920527252380248330,3.0,3.25,26,0.6025336011189153,nan,nan,555,1599,1060,144
1.5,0.25,4,2,17920527252380248330,3.0,3.25,26,0.23161350935962763,nan,nan,555,1599,1060,144
1.5,0.25,4,3,17920527252380248330,3.0,3.25,26,0.07140221716519655,nan,nan,555,1599,1060,144
1.5,0.25,5,1,7994042024622432075,3.0,3.25,26,0.6059620319240808,nan,nan,575,1558,1011,137
1.5,0.25,5,2,7994042024622432075,3.0,3.25,26,0.26132292567072335,nan,nan,575,1558,1011,137
1.5,0.25,5,3,7994042024622432075,3.0,3.25,26,0.07491913461798419,nan,nan,575,1558,1011,137
1.5,0.25,6,1,7595036402289975469,3.0,3.25,26,0.6032765455491312,nan,nan,549,1574,1031,159
1.5,0.25,6,2,7595036402289975469,3.0,3.25,26,0.26084427962390866,nan,nan,549,1574,1031,159
1.5,0.25,6,3,7595036402289975469,3.0,3.25,26,0.07657289344489727,nan,nan,549,1574,1031,159
1.5,0.25,7,1,4864156294294091270,3.0,3.25,26,0.5980104396886444,nan,nan,549,1576,1040,147
1.5,0.25,7,2,4864156294294091270,3.0,3.25,26,0.26454935500143534,nan,nan,549,1576,1040,147
1.5,0.25,7,3,4864156294294091270,3.0,3.25,26,0.0806207868073441,nan,nan,549,1576,1040,147
1.5,0.25,8,1,16100977060295645117,3.0,3.25,26,0.639228291458015,nan,nan,608,1705,1109,157
1.5,0.25,8,2,16100977060295645117,3.0,3.25,26,0.3041075278815693,nan,nan,608,1705,1109,157
1.5,0.25,8,3,16100977060295645117,3.0,3.25,26,0.11133962818870947,nan,nan,608,1705,1109,157
1.5,0.25,9,1,1581036428929301138,3.0,3.25,26,0.6275328618627964,nan,nan,792,2075,1261,185
1.5,0.25,9,2,1581036428929301138,3.0,3.25,26,0.31387885500290924,nan,nan,792,2075,1261,185
1.5,0.25,9,3,1581036428929301138,3.0,3.25,26,0.12886118187703283,nan,nan,792,2075,1261,185
1.5,0.25,10,1,9253789744493218990,3.0,3.25,26,0.6013326110597429,nan,nan,640,1783,1151,154
1.5,0.25,10,2,9253789744493218990,3.0,3.25,26,0.24969717939643238,nan,nan,640,1783,1151,154
1.5,0.25,10,3,9253789744493218990,3.0,3.25,26,0.07095682068051626,nan,nan,640,1783,1151,154
1.5,0.25,11,1,4078507133607327537,3.0,3.25,26,0.6166261753340835,nan,nan,532,1599,1081,149
1.5,0.25,11,2,4078507133607327537,3.0,3.25,26,0.2932286970962198,nan,nan,532,1599,1081,149
1.5,0.25,11,3,4078507133607327537,3.0,3.25,26,0.1157902889204945,nan,nan,532,1599,1081,149
1.5,0.25,12,1,13135097902216309092,3.0,3.25,26,0.6153809462700535,nan,nan,568,1591,1048,137
1.5,0.25,12,2,13135097902216309092,3.0,3.25,26,0.2756516719760111,nan,nan,568,1591,1048,137
1.5,0.25,12,3,13135097902216309092,3.0,3.25,26,0.08789409101829904,nan,nan,568,1591,1048,137
1.5,0.25,13,1,4466594403636935855,3.0,3.25,26,0.628422369414603,nan,nan,670,1911,1252,156
1.5,0.25,13,2,4466594403636935855,3.0,3.25,26,0.28935534835078836,nan,nan,670,1911,1252,156
1.5,0.25,13,3,4466594403636935855,3.0,3.25,26,0.09807758045256715,nan,nan,670,1911,1252,156
1.5,0.25,14,1,11822082610739894955,3.0,3.25,26,0.6522289978198945,nan,nan,630,1671,1082,124
1.5,0.25,14,2,11822082610739894955,3.0,3.25,26,0.2909728098545478,nan,nan,630,1671,1082,124
1.5,0.25,14,3,11822082610739894955,3.0,3.25,26,0.09475207672318177,nan,nan,630,1671,1082,124
1.5,0.25,15,1,13203315158567267270,3.0,3.25,26,0.5998556008232291,nan,nan,486,1355,910,120
1.5,0.25,15,2,13203315158567267270,3.0,3.25,26,0.2124387897247013,nan,nan,486,1355,910,120
1.5,0.25,15,3,13203315158567267270,3.0,3.25,26,0.061109281535960853,nan,nan,486,1355,910,120
1.5,0.25,16,1,5230291939711358933,3.0,3.25,26,0.6096889934356877,nan,nan,487,1557,1086,153
1.5,0.25,16,2,5230291939711358933,3.0,3.25,26,0.2652413153918927,nan,nan,487,1557,1086,153
1.5,0.25,16,3,5230291939711358933,3.0,3.25,26,0.08710896212722401,nan,nan,487,1557,1086,153
1.5,0.25,17,1,12463283216579738952,3.0,3.25,26,0.5616463608377351,nan,nan,391,1162,812,125
1.5,0.25,17,2,12463283216579738952,3.0,3.25,26,0.20831290398747754,nan,nan,391,1162,812,125
1.5,0.25,17,3,12463283216579738952,3.0,3.25,26,0.06419404725917414,nan,nan,391,1162,812,125
1.5,0.25,18,1,2605317852883977393,3.0,3.25,26,0.5999259654131036,nan,nan,544,1685,1131,172
1.5,0.25,18,2,2605317852883977393,3.0,3.25,26,0.2427090238127809,nan,nan,544,1685,1131,172
1.5,0.25,18,3,2605317852883977393,3.0,3.25,26,0.06866503953115939,nan,nan,544,1685,1131,172
1.5,0.25,19,1,3305351310571640368,3.0,3.25,26,0.5626458084373498,nan,nan,438,1332,925,129
1.5,0.25,19,2,3305351310571640368,3.0,3.25,26,0.23230106884757026,nan,nan,438,1332,925,129
1.5,0.25,19,3,3305351310571640368,3.0,3.25,26,0.09365615674316446,nan,nan,438,1332,925,129
1.5,0.25,20,1,5148397694506580628,3.0,3.25,26,0.6343608283578347,nan,nan,484,1425,951,150
1.5,0.25,20,2,5148397694506580628,3.0,3.25,26,0.30284538348948903,nan,nan,484,1425,951,150
1.5,0.25,20,3,5148397694506580628,3.0,3.25,26,0.12258862576455025,nan,nan,484,1425,951,150
1.5,0.25,21,1,14126930297296239130,3.0,3.25,26,0.615327299131405,nan,nan,455,1351,919,140
1.5,0.25,21,2,14126930297296239130,3.0,3.25,26,0.2547750275218833,nan,nan,455,1351,919,140
1.5,0.25,21,3,14126930297296239130,3.0,3.25,26,0.07219161066053961,nan,nan,455,1351,919,140
1.5,0.25,22,1,17721681558410497923,3.0,3.25,26,0.6354771665358242,nan,nan,619,1686,1073,154
1.5,0.25,22,2,17721681558410497923,3.0,3.25,26,0.3001910565201159,nan,nan,619,1686,1073,154
1.5,0.25,22,3,17721681558410497923,3.0,3.25,26,0.10569446576934348,nan,nan,619,1686,1073,154
1.5,0.25,23,1,12283269548806005309,3.0,3.25,26,0.6222659736282559,nan,nan,652,1757,1109,164
1.5,0.25,23,2,12283269548806005309,3.0,3.25,26,0.2723633678504153,nan,nan,652,1757,1109,164
1.5,0.25,23,3,12283269548806005309,3.0,3.25,26,0.10691652140717248,nan,nan,652,1757,1109,164
1.5,0.25,24,1,17668157346725960412,3.0,3.25,26,0.5862939019411377,nan,nan,440,1403,982,152
1.5,0.25,24,2,17668157346725960412,3.0,3.25,26,0.24093576318379872,nan,nan,440,1403,982,152
1.5,0.25,24,3,17668157346725960412,3.0,3.25,26,0.08092289861596604,nan,nan,440,1403,982,152
1.5,0.25,25,1,6334356527642550396,3.0,3.25,26,0.6533257785767563,nan,nan,543,1460,955,123
1.5,0.25,25,2,6334356527642550396,3.0,3.25,26,0.345336170930451,nan,nan,543,1460,955,123
1.5,0.25,25,3,6334356527642550396,3.0,3.25,26,0.16446013047563476,nan,nan,543,1460,955,123
1.5,0.25,26,1,17751150354376319282,3.0,3.25,26,0.6143073748374928,nan,nan,592,1575,1003,140
1.5,0.25,26,2,17751150354376319282,3.0,3.25,26,0.26511223131401385,nan,nan,592,1575,1003,140
1.5,0.25,26,3,17751150354376319282,3.0,3.25,26,0.08879151722581423,nan,nan,592,1575,1003,140
1.5,0.25,27,1,13012915472127743455,3.0,3.25,26,0.5908939379989154,nan,nan,470,1440,991,139
1.5,0.25,27,2,13012915472127743455,3.0,3.25,26,0.24150832109701584,nan,nan,470,1440,991,139
1.5,0.25,27,3,13012915472127743455,3.0,3.25,26,0.07512875753460438,nan,nan,470,1440,991,139
1.5,0.25,28,1,4199306243136355712,3.0,3.25,26,0.6208386002961844,nan,nan,542,1472,959,134
1.5,0.25,28,2,4199306243136355712,3.0,3.25,26,0.2928510504568013,nan,nan,542,1472,959,134
1.5,0.25,28,3,4199306243136355712,3.0,3.25,26,0.10508589955346617,nan,nan,542,1472,959,134
1.5,0.25,29,1,8096214629893449246,3.0,3.25,26,0.5791479808713693,nan,nan,461,1414,982,131
1.5,0.25,29,2,8096214629893449246,3.0,3.25,26,0.20652232674154464,nan,nan,461,1414,982,131
1.5,0.25,29,3,8096214629893449246,3.0,3.25,26,0.06007814855255668,nan,nan,461,1414,982,131
1.5,0.25,30,1,7241541742059485802,3.0,3.25,26,0.640562870535892,nan,nan,460,1310,886,127
1.5,0.25,30,2,7241541742059485802,3.0,3.25,26,0.28257517655904224,nan,nan,460,1310,886,127
1.5,0.25,30,3,7241541742059485802,3.0,3.25,26,0.09577058711993638,nan,nan,460,1310,886,127
1.5,0.25,31,1,2320437613661664190,3.0,3.25,26,0.6122531989444832,nan,nan,638,1857,1214,167
1.5,0.25,31,2,2320437613661664190,3.0,3.25,26,0.24004777656941836,nan,nan,638,1857,1214,167
1.5,0.25,31,3,2320437613661664190,3.0,3.25,26,0.0849371669042036,nan,nan,638,1857,1214,167
1.5,0.25,32,1,1295901226595184599,3.0,3.25,26,0.6080054044060733,nan,nan,509,1449,960,145
1.5,0.25,32,2,1295901226595184599,3.0,3.25,26,0.2484803687317025,nan,nan,509,1449,960,145
1.5,0.25,32,3,1295901226595184599,3.0,3.25,26,0.05818240623239511,nan,nan,509,1449,960,145
1.5,0.25,33,1,2203413875144863178,3.0,3.25,26,0.61687185712167,nan,nan,581,1649,1069,159
1.5,0.25,33,2,2203413875144863178,3.0,3.25,26,0.24144505608860609,nan,nan,581,1649,1069,159
1.5,0.25,33,3,2203413875144863178,3.0,3.25,26,0.07372626320425996,nan,nan,581,1649,1069,159
1.5,0.25,34,1,11042378913491753387,3.0,3.25,26,0.6092509924766388,nan,nan,498,1470,987,145
1.5,0.25,34,2,11042378913491753387,3.0,3.25,26,0.27124109386558776,nan,nan,498,1470,987,145
1.5,0.25,34,3,11042378913491753387,3.0,3.25,26,0.07870897769409421,nan,nan,498,1470,987,145
1.5,0.25,35,1,10391905431915069973,3.0,3.25,26,0.6511620047251279,nan,nan,573,1543,1000,135
1.5,0.25,35,2,10391905431915069973,3.0,3.25,26,0.29690422037030995,nan,nan,573,1543,1000,135
1.5,0.25,35,3,10391905431915069973,3.0,3.25,26,0.09995280366242633,nan,nan,573,1543,1000,135
1.5,0.25,36,1,4096799597398214830,3.0,3.25,26,0.6472178522212848,nan,nan,434,1333,934,127
1.5,0.25,36,2,4096799597398214830,3.0,3.25,26,0.31133594472419596,nan,nan,434,1333,934,127
1.5,0.25,36,3,4096799597398214830,3.0,3.25,26,0.11668032299201575,nan,nan,434,1333,934,127
1.5,0.25,37,1,5699663101613684417,3.0,3.25,26,0.5974669094437739,nan,nan,498,1505,1024,145
1.5,0.25,37,2,5699663101613684417,3.0,3.25,26,0.2586721472155587,nan,nan,498,1505,1024,145
1.5,0.25,37,3,5699663101613684417,3.0,3.25,26,0.06545575766038424,nan,nan,498,1505,1024,145
1.5,0.25,38,1,7900028536141385332,3.0,3.25,26,0.5828953923943966,nan,nan,433,1380,962,146
1.5,0.25,38,2,7900028536141385332,3.0,3.25,26,0.21522482043373778,nan,nan,433,1380,962,146
1.5,0.25,38,3,7900028536141385332,3.0,3.25,26,0.04587589056804097,nan,nan,433,1380,962,146
1.5,0.25,39,1,1070377888661922011,3.0,3.25,26,0.6065787479563978,nan,nan,575,1604,1032,163
1.5,0.25,39,2,1070377888661922011,3.0,3.25,26,0.2646959752951848,nan,nan,575,1604,1032,163
1.5,0.25,39,3,1070377888661922011,3.0,3.25,26,0.08885268060991074,nan,nan,575,1604,1032,163
1.5,0.25,40,1,8564032388072210791,3.0,3.25,26,0.5887100321114354,nan,nan,449,1312,925,125
1.5,0.25,40,2,8564032388072210791,3.0,3.25,26,0.26284579323058294,nan,nan,449,1312,925,125
1.5,0.25,40,3,8564032388072210791,3.0,3.25,26,0.08706109667568139,nan,nan,449,1312,925,125
1.5,0.25,41,1,4368560455423057022,3.0,3.25,26,0.6012032187689831,nan,nan,529,1616,1097,156
1.5,0.25,41,2,4368560455423057022,3.0,3.25,26,0.26540607919920534,nan,nan,529,1616,1097,156
1.5,0.25,41,3,4368560455423057022,3.0,3.25,26,0.07978905389664045,nan,nan,529,1616,1097,156
1.5,0.25,42,1,897821281404213090,3.0,3.25,26,0.6304763190159076,nan,nan,685,1880,1190,167
1.5,0.25,42,2,897821281404213090,3.0,3.25,26,0.29511120688298526,nan,nan,685,1880,1190,167
1.5,0.25,42,3,897821281404213090,3.0,3.25,26,0.11832767000202185,nan,nan,685,1880,1190,167
1.5,0.25,43,1,10840576196622409132,3.0,3.25,26,0.6094070255239163,nan,nan,514,1472,959,161
1.5,0.25,43,2,10840576196622409132,3.0,3.25,26,0.24709081665026725,nan,nan,514,1472,959,161
1.5,0.25,43,3,10840576196622409132,3.0,3.25,26,0.07565504283031678,nan,nan,514,1472,959,161
1.5,0.25,44,1,6371568016429282321,3.0,3.25,26,0.6161094318779922,nan,nan,498,1427,953,136
1.5,0.25,44,2,6371568016429282321,3.0,3.25,26,0.28844835234263166,nan,nan,498,1427,953,136
1.5,0.25,44,3,6371568016429282321,3.0,3.25,26,0.1021892452292018,nan,nan,498,1427,953,136
1.5,0.25,45,1,10647971780494579523,3.0,3.25,26,0.60631573895703,nan,nan,523,1471,995,117
1.5,0.25,45,2,10647971780494579523,3.0,3.25,26,0.29789517887986033,nan,nan,523,1471,995,117
1.5,0.25,45,3,10647971780494579523,3.0,3.25,26,0.10499791345964798,nan,nan,523,1471,995,117
1.5,0.25,46,1,14580310124540376583,3.0,3.25,26,0.6252284846604416,nan,nan,637,1753,1126,154
1.5,0.25,46,2,14580310124540376583,3.0,3.25,26,0.27300629037419005,nan,nan,637,1753,1126,154
1.5,0.25,46,3,14580310124540376583,3.0,3.25,26,0.08760225984996274,nan,nan,637,1753,1126,154
1.5,0.25,47,1,1231194354503697231,3.0,3.25,26,0.6046440879913036,nan,nan,541,1576,1056,152
1.5,0.25,47,2,1231194354503697231,3.0,3.25,26,0.2360310616498154,nan,nan,541,1576,1056,152
1.5,0.25,47,3,1231194354503697231,3.0,3.25,26,0.07065622284012224,nan,nan,541,1576,1056,152
1.5,0.25,48,1,13197495169729641760,3.0,3.25,26,0.5659615699342097,nan,nan,481,1488,1018,150
1.5,0.25,48,2,13197495169729641760,3.0,3.25,26,0.19795053547644878,nan,nan,481,1488,1018,150
1.5,0.25,48,3,13197495169729641760,3.0,3.25,26,0.044602916170254324,nan,nan,481,1488,1018,150
1.5,0.25,49,1,13696834810755837396,3.0,3.25,26,0.591115209721658,nan,nan,301,972,726,105
1.5,0.25,49,2,13696834810755837396,3.0,3.25,26,0.22193588644442588,nan,nan,301,972,726,105
1.5,0.25,49,3,13696834810755837396,3.0,3.25,26,0.05478246678531517,nan,nan,301,972,726,105
1.5,0.25,50,1,11622227338551883077,3.0,3.25,26,0.5780569406242646,nan,nan,375,1270,930,132
1.5,0.25,50,2,11622227338551883077,3.0,3.25,26,0.2505464012786104,nan,nan,375,1270,930,132
1.5,0.25,50,3,11622227338551883077,3.0,3.25,26,0.08110663876589787,nan,nan,375,1270,930,132
1.5,0.25,51,1,16732745129869758604,3.0,3.25,26,0.5901028107229476,nan,nan,501,1415,960,114
1.5,0.25,51,2,16732745129869758604,3.0,3.25,26,0.22558782632919025,nan,nan,501,1415,960,114
1.5,0.25,51,3,16732745129869758604,3.0,3.25,26,0.07026835084764566,nan,nan,501,1415,960,114
1.5,0.25,52,1,6782366582128702850,3.0,3.25,26,0.5922609755046853,nan,nan,434,1303,905,143
1.5,0.25,52,2,6782366582128702850,3.0,3.25,26,0.2242850829663288,nan,nan,434,1303,905,143
1.5,0.25,52,3,6782366582128702850,3.0,3.25,26,0.062425517048679796,nan,nan,434,1303,905,143
1.5,0.25,53,1,7090858464259720888,3.0,3.25,26,0.5557944959117262,nan,nan,396,1258,899,134
1.5,0.25,53,2,7090858464259720888,3.0,3.25,26,0.19936664964361744,nan,nan,396,1258,899,134
1.5,0.25,53,3,7090858464259720888,3.0,3.25,26,0.049399859784485974,nan,nan,396,1258,899,134
1.5,0.25,54,1,10949168012511249175,3.0,3.25,26,0.6137704299223239,nan,nan,571,1547,995,141
1.5,0.25,54,2,10949168012511249175,3.0,3.25,26,0.2726526770572032,nan,nan,571,1547,995,141
1.5,0.25,54,3,10949168012511249175,3.0,3.25,26,0.10614078422497829,nan,nan,571,1547,995,141
1.5,0.25,55,1,8776582314404922803,3.0,3.25,26,0.5835216982621971,nan,nan,589,1837,1254,170
1.5,0.25,55,2,8776582314404922803,3.0,3.25,26,0.24430973370308873,nan,nan,589,1837,1254,170
1.5,0.25,55,3,8776582314404922803,3.0,3.25,26,0.08440351000483266,nan,nan,589,1837,1254,170
1.5,0.25,56,1,17354033282459542421,3.0,3.25,26,0.6122715060827462,nan,nan,580,1679,1099,161
1.5,0.25,56,2,17354033282459542421,3.0,3.25,26,0.2592884594107073,nan,nan,580,1679,1099,161
1.5,0.25,56,3,17354033282459542421,3.0,3.25,26,0.09968112983566965,nan,nan,580,1679,1099,161
1.5,0.25,57,1,5306292825579010799,3.0,3.25,26,0.6188165421821448,nan,nan,774,2132,1348,179
1.5,0.25,57,2,5306292825579010799,3.0,3.25,26,0.268601684378389,nan,nan,774,2132,1348,179
1.5,0.25,57,3,5306292825579010799,3.0,3.25,26,0.09655353010433719,nan,nan,774,2132,1348,179
1.5,0.25,58,1,5618945329387743611,3.0,3.25,26,0.6424994462234134,nan,nan,615,1698,1076,171
1.5,0.25,58,2,5618945329387743611,3.0,3.25,26,0.29275851917558027,nan,nan,615,1698,1076,171
1.5,0.25,58,3,5618945329387743611,3.0,3.25,26,0.10430579371040838,nan,nan,615,1698,1076,171
1.5,0.25,59,1,8105106275303314155,3.0,3.25,26,0.6243784334217145,nan,nan,468,1356,904,146
1.5,0.25,59,2,8105106275303314155,3.0,3.25,26,0.27397673858460025,nan,nan,468,1356,904,146
1.5,0.25,59,3,8105106275303314155,3.0,3.25,26,0.09310162257420501,nan,nan,468,1356,904,146
1.5,0.25,60,1,9000641299854241615,3.0,3.25,26,0.6102450152701118,nan,nan,465,1405,976,124
1.5,0.25,60,2,9000641299854241615,3.0,3.25,26,0.274142024008593,nan,nan,465,1405,976,124
1.5,0.25,60,3,9000641299854241615,3.0,3.25,26,0.08015242754931225,nan,nan,465,1405,976,124
1.5,0.25,61,1,9289736727310717431,3.0,3.25,26,0.6022195050513728,nan,nan,476,1448,998,134
1.5,0.25,61,2,9289736727310717431,3.0,3.25,26,0.2521509160794416,nan,nan,476,1448,998,134
1.5,0.25,61,3,9289736727310717431,3.0,3.25,26,0.08303297692236553,nan,nan,476,1448,998,134
1.5,0.25,62,1,15517311103979015204,3.0,3.25,26,0.6191279134523084,nan,nan,604,1750,1123,184
1.5,0.25,62,2,15517311103979015204,3.0,3.25,26,0.24576953206379465,nan,nan,604,1750,1123,184
1.5,0.25,62,3,15517311103979015204,3.0,3.25,26,0.07338840176964265,nan,nan,604,1750,1123,184
1.5,0.25,63,1,877829650510863808,3.0,3.25,26,0.6168819472267091,nan,nan,552,1531,1010,141
1.5,0.25,63,2,877829650510863808,3.0,3.25,26,0.264581355376719,nan,nan,552,1531,1010,141
1.5,0.25,63,3,877829650510863808,3.0,3.25,26,0.08964827180516582,nan,nan,552,1531,1010,141
1.5,0.25,64,1,12819199799624573295,3.0,3.25,26,0.5480177558061279,nan,nan,416,1340,964,135
1.5,0.25,64,2,12819199799624573295,3.0,3.25,26,0.19578150639237035,nan,nan,416,1340,964,135
1.5,0.25,64,3,12819199799624573295,3.0,3.25,26,0.06172945698228538,nan,nan,416,1340,964,135
1.5,0.25,65,1,17581185043438636674,3.0,3.25,26,0.6086271406542649,nan,nan,537,1433,910,151
1.5,0.25,65,2,17581185043438636674,3.0,3.25,26,0.2783275113587641,nan,nan,537,1433,910,151
1.5,0.25,65,3,17581185043438636674,3.0,3.25,26,0.0972030446424675,nan,nan,537,1433,910,151
1.5,0.25,66,1,5391365439365541384,3.0,3.25,26,0.6095341846686387,nan,nan,471,1497,1056,141
1.5,0.25,66,2,5391365439365541384,3.0,3.25,26,0.2773752139866469,nan,nan,471,1497,1056,141
1.5,0.25,66,3,5391365439365541384,3.0,3.25,26,0.10461128257200156,nan,nan,471,1497,1056,141
1.5,0.25,67,1,3444560903737767708,3.0,3.25,26,0.6287036761022982,nan,nan,653,1719,1087,139
1.5,0.25,67,2,3444560903737767708,3.0,3.25,26,0.28126986229137335,nan,nan,653,1719,1087,139
1.5,0.25,67,3,3444560903737767708,3.0,3.25,26,0.10563758435327329,nan,nan,653,1719,1087,139
1.5,0.25,68,1,2732341640715949002,3.0,3.25,26,0.6231576262335963,nan,nan,509,1411,939,123
1.5,0.25,68,2,2732341640715949002,3.0,3.25,26,0.2762842609750585,nan,nan,509,1411,939,123
1.5,0.25,68,3,2732341640715949002,3.0,3.25,26,0.08775783034128648,nan,nan,509,1411,939,123
1.5,0.25,69,1,2836359297104932021,3.0,3.25,26,0.6236367336482538,nan,nan,563,1534,998,133
1.5,0.25,69,2,2836359297104932021,3.0,3.25,26,0.2484720276873791,nan,nan,563,1534,998,133
1.5,0.25,69,3,2836359297104932021,3.0,3.25,26,0.07539752541525975,nan,nan,563,1534,998,133
1.5,0.25,70,1,7048671262343890522,3.0,3.25,26,0.6179009322057916,nan,nan,663,1894,1194,202
1.5,0.25,70,2,7048671262343890522,3.0,3.25,26,0.24776466779304426,nan,nan,663,1894,1194,202
1.5,0.25,70,3,7048671262343890522,3.0,3.25,26,0.07752289302384853,nan,nan,663,1894,1194,202
1.5,0.25,71,1,17223814070502568516,3.0,3.25,26,0.6209160988713639,nan,nan,449,1364,963,113
1.5,0.25,71,2,17223814070502568516,3.0,3.25,26,0.2673384442896196,nan,nan,449,1364,963,113
1.5,0.25,71,3,17223814070502568516,3.0,3.25,26,0.09575513870615728,nan,nan,449,1364,963,113
1.5,0.25,72,1,4784353295309733394,3.0,3.25,26,0.6012333371148524,nan,nan,537,1434,943,116
1.5,0.25,72,2,4784353295309733394,3.0,3.25,26,0.24730618267217355,nan,nan,537,1434,943,116
1.5,0.25,72,3,4784353295309733394,3.0,3.25,26,0.09264067083998764,nan,nan,537,1434,943,116
1.5,0.25,73,1,6570658078840378483,3.0,3.25,26,0.5984929611928265,nan,nan,459,1397,955,148
1.5,0.25,73,2,6570658078840378483,3.0,3.25,26,0.2657631438582372,nan,nan,459,1397,955,148
1.5,0.25,73,3,6570658078840378483,3.0,3.25,26,0.09538932633268644,nan,nan,459,1397,955,148
1.5,0.25,74,1,13745794377657696534,3.0,3.25,26,0.6249156736837572,nan,nan,585,1646,1066,156
1.5,0.25,74,2,13745794377657696534,3.0,3.25,26,0.2670012390000857,nan,nan,585,1646,1066,156
1.5,0.25,74,3,13745794377657696534,3.0,3.25,26,0.10098620313784044,nan,nan,585,1646,1066,156
1.5,0.25,75,1,3340905808246491861,3.0,3.25,26,0.5993200944517298,nan,nan,386,1125,793,110
1.5,0.25,75,2,3340905808246491861,3.0,3.25,26,0.24944033518042927,nan,nan,386,1125,793,110
1.5,0.25,75,3,3340905808246491861,3.0,3.25,26,0.08900928564612197,nan,nan,386,1125,793,110
1.5,0.25,76,1,3327458473553000240,3.0,3.25,26,0.5734938095684367,nan,nan,566,1602,1057,139
1.5,0.25,76,2,3327458473553000240,3.0,3.25,26,0.23474766621805762,nan,nan,566,1602,1057,139
1.5,0.25,76,3,3327458473553000240,3.0,3.25,26,0.0635938019974252,nan,nan,566,1602,1057,139
